stage,point_type,identifier,target_stage,obj_id,unit_config_name,x,y,z,scenario_indices,source_archive,source_file
SandWorldSphinxExStage,stage_change,run00return,SandWorldHomeStage,obj382,DokanStageChange,14900.000,1040.000,-43250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldSphinxExStageMap.szs,SandWorldSphinxExStageMap.byml
SandWorldSphinxExStage,stage_change,aaa,,obj1639,PlayerStartObjNoLink,28400.000,3900.000,10750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldSphinxExStageMap.szs,SandWorldSphinxExStageMap.byml
SandWorldUnderground000Stage,stage_change,Yadokari00,SandWorldUnderground001Stage,obj360,ChangeStageArea,35500.000,-1250.000,-10900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldUnderground000StageMap.szs,SandWorldUnderground000StageMap.byml
SandWorldUnderground000Stage,stage_change,icestart,,obj2,PlayerActorHakoniwa,1950.000,4800.000,-1650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldUnderground000StageMap.szs,SandWorldUnderground000StageMap.byml
SandWorldUnderground000Stage,stage_change,Under01,SandWorldHomeStage,obj229,DokanStageChange,2324.750,800.000,-1300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldUnderground000StageMap.szs,SandWorldUnderground000StageMap.byml
SandWorldVibrationStage,stage_change,shindo,SandWorldHomeStage,obj17,DokanStageChange,-800.000,100.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldVibrationStageMap.szs,SandWorldVibrationStageMap.byml
SeaWorldBottomHollowZone,stage_change,StartPoint,,obj19,PlayerActorHakoniwa,0.000,2800.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldBottomHollowZoneMap.szs,SeaWorldBottomHollowZoneMap.byml
SeaWorldCostumeStage,stage_change,CostumeEventSeaWorld,SeaWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,1375.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldCostumeStageMap.szs,SeaWorldCostumeStageMap.byml
SeaWorldDamageBallZone,checkpoint,obj59,,obj59,CheckpointFlag,-900.000,3300.000,800.000,0;1;2;3,SeaWorldDamageBallZoneMap.szs,SeaWorldDamageBallZoneMap.byml
SeaWorldLavaZone,stage_change,SeaWorldEX3a,SenobiTowerExStage,obj512,ChangeStageArea,-700.000,-1500.000,200.000,0;1;2;3,SeaWorldLavaZoneMap.szs,SeaWorldLavaZoneMap.byml
SeaWorldLavaZone,checkpoint,obj182,,obj182,CheckpointFlag,1000.000,1600.000,-500.000,0;1;2;3,SeaWorldLavaZoneMap.szs,SeaWorldLavaZoneMap.byml
SeaWorldLavaZone,stage_change,SeaWorldEX3b,SenobiTowerExStage,obj537,DokanStageChange,-1300.000,-1400.000,200.000,0;1;2;3,SeaWorldLavaZoneMap.szs,SeaWorldLavaZoneMap.byml
SeaWorldLighthouseZone,stage_change,PukupukuCaveStart,SeaWorldUtsuboCaveStage,obj328,ChangeStageArea,1300.000,-2750.000,-9600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldLighthouseZoneMap.szs,SeaWorldLighthouseZoneMap.byml
SeaWorldLighthouseZone,stage_change,RoomEventWorldSea,SeaWorldSneakingManStage,obj342,ChangeStageArea,-800.000,-2400.000,-3600.000,0;1;2;3,SeaWorldLighthouseZoneMap.szs,SeaWorldLighthouseZoneMap.byml
SeaWorldLighthouseZone,checkpoint,obj212,,obj212,CheckpointFlag,-990.000,3800.000,1025.000,0;1;2;3,SeaWorldLighthouseZoneMap.szs,SeaWorldLighthouseZoneMap.byml
SeaWorldLighthouseZone,stage_change,PukupukuCaveGoal,SeaWorldUtsuboCaveStage,obj252,DokanStageChange,-1100.000,3600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldLighthouseZoneMap.szs,SeaWorldLighthouseZoneMap.byml
SeaWorldSecretStage,stage_change,TreasureEventWorldSea,SeaWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,1375.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldSecretStageMap.szs,SeaWorldSecretStageMap.byml
SeaWorldSneakingManStage,stage_change,RoomEventWorldSea,SeaWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldSneakingManStageMap.szs,SeaWorldSneakingManStageMap.byml
SeaWorldSphinxQuizZone,stage_change,TreasureEventWorldSea,SeaWorldSecretStage,obj28,ChangeStageArea,0.000,-700.000,-1200.000,0;1;2;3,SeaWorldSphinxQuizZoneMap.szs,SeaWorldSphinxQuizZoneMap.byml
SeaWorldUnderGlassZone,checkpoint,obj153,,obj153,CheckpointFlag,1591.000,-94.638,3388.000,0;1;2;3,SeaWorldUnderGlassZoneMap.szs,SeaWorldUnderGlassZoneMap.byml
SeaWorldUtsuboCaveStage,stage_change,PukupukuCaveStart,SeaWorldHomeStage,obj466,ChangeStageArea,0.000,3600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldUtsuboCaveStageMap.szs,SeaWorldUtsuboCaveStageMap.byml
SeaWorldUtsuboCaveStage,stage_change,PukupukuCaveGoal,SeaWorldHomeStage,obj511,DokanStageChange,-1100.000,2200.000,-32950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldUtsuboCaveStageMap.szs,SeaWorldUtsuboCaveStageMap.byml
SeaWorldVibrationStage,stage_change,shindo_Lv2,SeaWorldHomeStage,obj17,DokanStageChange,-800.000,100.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldVibrationStageMap.szs,SeaWorldVibrationStageMap.byml
SeaWorldWallCaveWestZone,stage_change,SeaWorldEX1a,WaterValleyExStage,obj34,ChangeStageArea,1200.000,1150.000,-1850.000,0;1;2;3,SeaWorldWallCaveWestZoneMap.szs,SeaWorldWallCaveWestZoneMap.byml
SeaWorldWallCaveWestZone,stage_change,SeaWorldEX1b,WaterValleyExStage,obj36,DokanStageChange,1200.000,1200.000,-1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldWallCaveWestZoneMap.szs,SeaWorldWallCaveWestZoneMap.byml
SenobiTowerExStage,stage_change,SeaWorldEX3a,SeaWorldHomeStage,obj287,ChangeStageArea,3550.000,-1500.000,-400.000,0,SenobiTowerExStageMap.szs,SenobiTowerExStageMap.byml
SenobiTowerExStage,stage_change,SeaWorldEX3b,SeaWorldHomeStage,obj253,DokanStageChange,-9404.521,8000.000,-11879.394,0,SenobiTowerExStageMap.szs,SenobiTowerExStageMap.byml
SenobiTowerYoshiExStage,stage_change,SenobiTowerYoshiEx,Special1WorldHomeStage,obj2,ChangeStageArea,3550.000,-1500.000,-450.000,1,SenobiTowerYoshiExStageMap.szs,SenobiTowerYoshiExStageMap.byml
SenobiTowerYoshiExStage,stage_change,SenobiTowerYoshiEx_Exit,Special1WorldHomeStage,obj28,DokanStageChange,-9404.521,8000.000,-11879.394,1,SenobiTowerYoshiExStageMap.szs,SenobiTowerYoshiExStageMap.byml
ShootingCityExStage,stage_change,taxireturn,CityWorldHomeStage,obj344,ChangeStageArea,3141.508,-50.000,-15850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ShootingCityExStageMap.szs,ShootingCityExStageMap.byml
ShootingCityExStage,stage_change,taxi,CityWorldHomeStage,obj412,ChangeStageArea,-2500.000,-200.000,6250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ShootingCityExStageMap.szs,ShootingCityExStageMap.byml
ShootingCityYoshiExStage,stage_change,ShootingCityYoshiEx_Exit,Special1WorldHomeStage,obj26,DokanStageChange,250.000,0.000,-14450.000,1,ShootingCityYoshiExStageMap.szs,ShootingCityYoshiExStageMap.byml
ShootingCityYoshiExStage,stage_change,ShootingCityYoshiEx,Special1WorldHomeStage,obj27,DokanStageChange,50.000,0.000,1750.000,1,ShootingCityYoshiExStageMap.szs,ShootingCityYoshiExStageMap.byml
ShootingElevatorExStage,stage_change,EX_Tankuro,ForestWorldHomeStage,obj178,ChangeStageArea,-1350.000,5550.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ShootingElevatorExStageMap.szs,ShootingElevatorExStageMap.byml
ShootingElevatorExStage,stage_change,EX_Tankuro_Exit,ForestWorldHomeStage,obj180,DokanStageChange,50.000,800.001,-12900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ShootingElevatorExStageMap.szs,ShootingElevatorExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj1745,ChangeStageArea,1863.807,-11950.000,16974.182,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj1747,ChangeStageArea,1863.807,-18250.000,-56280.469,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj1748,ChangeStageArea,1863.807,-30850.000,-19800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj2475,ChangeStageArea,1850.000,-18250.000,-77350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj2476,ChangeStageArea,1850.000,-18250.000,49800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj2477,ChangeStageArea,-67850.000,-18250.000,-17900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,SkyWorldHomeStage,obj2478,ChangeStageArea,59300.000,-18250.000,-17900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCloudBonusExStage,stage_change,sora001,,obj2469,GrowPlantStartStage,0.000,-400.000,1000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCloudBonusExStageMap.szs,SkyWorldCloudBonusExStageMap.byml
SkyWorldCostumeStage,stage_change,byoubu,SkyWorldHomeStage,obj184,ChangeStageArea,9100.000,-50.000,-33521.594,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCostumeStageMap.szs,SkyWorldCostumeStageMap.byml
SkyWorldShopStage,stage_change,shop,SkyWorldHomeStage,obj44,ChangeStageArea,50.000,-100.000,350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldShopStageMap.szs,SkyWorldShopStageMap.byml
SkyWorldTreasureStage,stage_change,shop_dress,SkyWorldHomeStage,obj45,ChangeStageArea,-100.000,0.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldTreasureStageMap.szs,SkyWorldTreasureStageMap.byml
SkyWorldWallZone,checkpoint,obj545,,obj545,CheckpointFlag,40500.000,8050.000,-41500.000,0;1;2;3,SkyWorldWallZoneMap.szs,SkyWorldWallZoneMap.byml
SnowWorldCloudBonusExStage,stage_change,EX_SkyBonus,SnowWorldHomeStage,obj4784,ChangeStageArea,2450.000,4700.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldCloudBonusExStageMap.szs,SnowWorldCloudBonusExStageMap.byml
SnowWorldCloudBonusExStage,stage_change,EX_SkyBonus,,obj6594,GrowPlantStartStage,-2450.000,6550.000,14250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldCloudBonusExStageMap.szs,SnowWorldCloudBonusExStageMap.byml
SnowWorldCostumeStage,stage_change,SnowCostumeEx,SnowWorldTownStage,obj71,ChangeStageArea,-1838.478,50.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldCostumeStageMap.szs,SnowWorldCostumeStageMap.byml
SnowWorldLobbyExStage,stage_change,MoonRace,SnowWorldHomeStage,obj944,ChangeStageArea,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobbyExStageMap.szs,SnowWorldLobbyExStageMap.byml
SnowWorldLobbyExStage,stage_change,SnowManRaceStart,SnowWorldRaceExStage,obj337,SnowManRaceNpc,10800.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobbyExStageMap.szs,SnowWorldLobbyExStageMap.byml
SnowWorldLobbyExStage,stage_change,RaceEntrance,,obj339,PlayerStartObjNoLink,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobbyExStageMap.szs,SnowWorldLobbyExStageMap.byml
SnowWorldLobbyExStage,stage_change,SnowManRace,,obj941,PlayerStartObjNoLink,11250.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobbyExStageMap.szs,SnowWorldLobbyExStageMap.byml
SnowWorldRace000Stage,stage_change,SnowManRaceStart,,obj52,YukimaruRacePlayer,4400.000,0.000,4500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldRace000StageMap.szs,SnowWorldRace000StageMap.byml
SnowWorldRace001Stage,stage_change,Gotai,,obj52,YukimaruRacePlayer,4400.000,0.000,4500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldRace001StageMap.szs,SnowWorldRace001StageMap.byml
SnowWorldRaceTutorialStage,stage_change,Gotai,,obj145,YukimaruRacePlayer,4400.000,0.000,4600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldRaceTutorialStageMap.szs,SnowWorldRaceTutorialStageMap.byml
SnowWorldRaceTutorialStage,stage_change,SnowManRaceStart,SnowWorldRace000Stage,obj141,YukimaruRaceTutorialObj,3950.000,3900.000,550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldRaceTutorialStageMap.szs,SnowWorldRaceTutorialStageMap.byml
SnowWorldShopStage,stage_change,ShopDoor,SnowWorldTownStage,obj27,ChangeStageArea,0.000,-100.000,-75.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldShopStageMap.szs,SnowWorldShopStageMap.byml
SnowWorldTownStage,stage_change,RaceEntrance,SnowWorldLobby000Stage,obj1119,ChangeStageArea,-950.000,-10250.000,13250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldTownStageMap.szs,SnowWorldTownStageMap.byml
SnowWorldTownStage,stage_change,RaceTrackExit,TestOkamoto027Stage,obj546,DokanStageChange,-950.000,-4800.000,7600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldTownStageMap.szs,SnowWorldTownStageMap.byml
SnowWorldTownStage,stage_change,SnowCostumeEx,SnowWorldCostumeStage,obj588,DoorWarpStageChange,-3900.000,-3050.000,8255.750,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldTownStageMap.szs,SnowWorldTownStageMap.byml
SnowWorldTownStage,stage_change,ShopDoor,SnowWorldShopStage,obj926,DoorWarpStageChange,-1755.000,-4280.000,4480.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldTownStageMap.szs,SnowWorldTownStageMap.byml
SnowWorldTownStage,stage_change,SnowUGEnt,,obj1064,PlayerStartObjNoLink,-950.000,-200.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldTownStageMap.szs,SnowWorldTownStageMap.byml
SnowWorldTownZone,stage_change,SnowUGExit,SnowWorldHomeStage,obj665,DokanStageChange,10750.000,-1000.000,-50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldTownZoneMap.szs,SnowWorldTownZoneMap.byml
Special1WorldTowerBombTailStage,stage_change,BombTailRoomGoal,Special1WorldHomeStage,obj15,ChangeStageArea,0.000,500.000,-5515.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerBombTailStageMap.szs,Special1WorldTowerBombTailStageMap.byml
Special1WorldTowerBombTailStage,stage_change,BombTailRoomStart,Special1WorldHomeStage,obj18,ChangeStageArea,0.000,-100.000,5815.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerBombTailStageMap.szs,Special1WorldTowerBombTailStageMap.byml
Special1WorldTowerCapThrowerStage,stage_change,CapThrowerRoomStart,Special1WorldHomeStage,obj17,ChangeStageArea,0.000,-100.000,5865.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerCapThrowerStageMap.szs,Special1WorldTowerCapThrowerStageMap.byml
Special1WorldTowerCapThrowerStage,stage_change,CapThrowerRoomGoal,Special1WorldHomeStage,obj19,ChangeStageArea,0.000,300.000,-5465.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerCapThrowerStageMap.szs,Special1WorldTowerCapThrowerStageMap.byml
Special1WorldTowerFireBlowerStage,stage_change,FireBlowerRoomGoal,Special1WorldHomeStage,obj15,ChangeStageArea,0.000,500.000,-5465.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerFireBlowerStageMap.szs,Special1WorldTowerFireBlowerStageMap.byml
Special1WorldTowerFireBlowerStage,stage_change,FireBlowerRoomStart,Special1WorldHomeStage,obj18,ChangeStageArea,0.000,-100.000,5865.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerFireBlowerStageMap.szs,Special1WorldTowerFireBlowerStageMap.byml
Special1WorldTowerRoomZone,stage_change,GK_Respawn,Special1WorldHomeStage,obj4,MissRestartArea,300.000,0.000,4000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerRoomZoneMap.szs,Special1WorldTowerRoomZoneMap.byml
Special1WorldTowerStackerStage,stage_change,StackerRoomGoal,Special1WorldHomeStage,obj15,ChangeStageArea,-50.000,500.000,-5515.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerStackerStageMap.szs,Special1WorldTowerStackerStageMap.byml
Special1WorldTowerStackerStage,stage_change,StackerRoomStart,Special1WorldHomeStage,obj18,ChangeStageArea,0.000,-100.000,5815.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldTowerStackerStageMap.szs,Special1WorldTowerStackerStageMap.byml
Special2WorldCloudStage,stage_change,restart,Special2WorldLavaStage,obj348,MissRestartArea,300.000,0.000,800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldCloudStageMap.szs,Special2WorldCloudStageMap.byml
Special2WorldCloudStage,stage_change,room2_start,Special2WorldLavaStage,obj142,DokanStageChange,0.000,0.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldCloudStageMap.szs,Special2WorldCloudStageMap.byml
Special2WorldCloudStage,stage_change,room2_goal,Special2WorldLavaStage,obj244,DokanStageChange2D,-15100.000,4269.969,-14700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldCloudStageMap.szs,Special2WorldCloudStageMap.byml
Special2WorldHomeStage,stage_change,start,,obj2,PlayerActorHakoniwa,-7150.000,-1028.001,1500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldHomeStageMap.szs,Special2WorldHomeStageMap.byml
Special2WorldHomeStage,stage_change,CP_Entrance,Special2WorldLavaStage,obj25,DokanStageChange,6450.000,12656.025,-7250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldHomeStageMap.szs,Special2WorldHomeStageMap.byml
Special2WorldHomeStage,stage_change,CP_Start,,obj42,PlayerStartObjNoLink,-7150.000,-1028.001,1500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldHomeStageMap.szs,Special2WorldHomeStageMap.byml
Special2WorldHomeStage,stage_change,start,Special2WorldHomeStage,obj55,ShineGrand,6600.000,31700.000,-50050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldHomeStageMap.szs,Special2WorldHomeStageMap.byml
Special2WorldHomeStage,stage_change,MoonGoal,Special2WorldLavaStage,obj104,DokanStageChange,6600.000,1800.000,-38800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldHomeStageMap.szs,Special2WorldHomeStageMap.byml
Special2WorldKoopaStage,stage_change,room3_goal,Special2WorldLavaStage,obj83,ChangeStageArea,16650.000,2800.000,-40113.512,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldKoopaStageMap.szs,Special2WorldKoopaStageMap.byml
Special2WorldKoopaStage,stage_change,restart,Special2WorldLavaStage,obj407,MissRestartArea,350.000,1500.000,850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldKoopaStageMap.szs,Special2WorldKoopaStageMap.byml
Special2WorldLavaStage,stage_change,restart,Special2WorldLavaStage,obj2708,MissRestartArea,-650.000,-1600.000,-14650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,CP_Entrance,Special2WorldHomeStage,obj178,DokanStageChange,250.000,-1600.000,-14950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,room2_start,Special2WorldCloudStage,obj1253,DokanStageChange,60650.000,15852.501,-137850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,room2_goal,,obj1351,DokanStageChange,60700.000,16950.000,-146200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,restart,,obj2166,PlayerStartObjNoLink,250.000,-1600.000,-15350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,room3_goal,,obj2450,PlayerStartObjNoLink,60669.762,20500.000,-155704.906,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,room3_start,Special2WorldKoopaStage,obj2925,PictureStageChange,60700.000,17850.000,-150400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
Special2WorldLavaStage,stage_change,MoonGoal,Special2WorldHomeStage,obj3264,DokanStageChange,54350.000,36250.000,-183600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special2WorldLavaStageMap.szs,Special2WorldLavaStageMap.byml
SwingSteelExStage,stage_change,gragra,CityWorldHomeStage,obj360,DokanStageChange,-1950.000,800.000,-200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SwingSteelExStageMap.szs,SwingSteelExStageMap.byml
SwingSteelExStage,stage_change,gragrareturn,CityWorldHomeStage,obj361,DokanStageChange,-150.000,1800.000,-22950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SwingSteelExStageMap.szs,SwingSteelExStageMap.byml
Theater2DExStage,stage_change,theater,CityWorldHomeStage,obj91,ChangeStageArea,9300.000,-150.000,-33450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Theater2DExStageMap.szs,Theater2DExStageMap.byml
TogezoRotateExStage,stage_change,SeaWorldMoonEX2,SeaWorldHomeStage,obj503,DokanStageChange,-27200.000,-800.000,3500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TogezoRotateExStageMap.szs,TogezoRotateExStageMap.byml
TrampolineWallCatchExStage,stage_change,CapTrampolineA,LakeWorldHomeStage,obj529,ChangeStageArea,-1000.000,-100.000,400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TrampolineWallCatchExStageMap.szs,TrampolineWallCatchExStageMap.byml
TrampolineWallCatchExStage,stage_change,CapTrampolineB,LakeWorldHomeStage,obj1027,DokanStageChange,-2800.000,600.000,-9500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TrampolineWallCatchExStageMap.szs,TrampolineWallCatchExStageMap.byml
TrexBikeExStage,stage_change,bike02,CityWorldHomeStage,obj5111,ChangeStageArea,-6875.000,2850.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TrexBikeExStageMap.szs,TrexBikeExStageMap.byml
TrexBikeExStage,stage_change,bike02return,CityWorldHomeStage,obj3655,DokanStageChange,62299.996,-2000.000,1630.002,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TrexBikeExStageMap.szs,TrexBikeExStageMap.byml
TrexPoppunExStage,stage_change,RexPoppunEx,WaterfallWorldHomeStage,obj64,ChangeStageArea,150.000,-250.000,1800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TrexPoppunExStageMap.szs,TrexPoppunExStageMap.byml
TsukkunClimbExStage,stage_change,tukkun001_enter,SkyWorldHomeStage,obj172,DokanStageChange,-700.000,150.000,5750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TsukkunClimbExStageMap.szs,TsukkunClimbExStageMap.byml
TsukkunClimbExStage,stage_change,tukkun001_exit,SkyWorldHomeStage,obj173,DokanStageChange,-1900.000,8750.000,-2050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TsukkunClimbExStageMap.szs,TsukkunClimbExStageMap.byml
TsukkunRotateExStage,stage_change,tukkun000_enter,SkyWorldHomeStage,obj160,ChangeStageArea,-1550.000,-50.000,6150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TsukkunRotateExStageMap.szs,TsukkunRotateExStageMap.byml
TsukkunRotateExStage,stage_change,tukkun000_exit,SkyWorldHomeStage,obj99,DokanStageChange,0.000,5250.000,-250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,TsukkunRotateExStageMap.szs,TsukkunRotateExStageMap.byml
WanwanClashExStage,stage_change,WanwanExStart,WaterfallWorldHomeStage,obj432,DokanStageChange,-2100.000,0.000,-200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WanwanClashExStageMap.szs,WanwanClashExStageMap.byml
WanwanClashExStage,stage_change,WanwanExGoal,WaterfallWorldHomeStage,obj434,DokanStageChange,16050.000,600.000,-1650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WanwanClashExStageMap.szs,WanwanClashExStageMap.byml
WaterTubeExStage,stage_change,EX_2DHosui,SandWorldHomeStage,obj4067,DokanStageChange,-100.000,-500.000,3100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterTubeExStageMap.szs,WaterTubeExStageMap.byml
WaterTubeExStage,stage_change,EX_2DHosui_Exit,SandWorldHomeStage,obj4068,DokanStageChange,-100.000,4700.000,-18300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterTubeExStageMap.szs,WaterTubeExStageMap.byml
